,Name,Score,Location,Category,Rating,Price,Review_count,business_id
163,daebokjung,93.0,"2010 James M Wood Blvd,Los Angeles, CA 90006",korean,4.5,2.0,48,4fa2rkET8eT6sf9kUZx0jQ
164,la brisket,96.0,"736 N Broadway,Los Angeles, CA 90012",bbq,4.5,2.0,165,6RDro8iSto0thExOPC3SIw
165,katsu sando,95.0,"736 N Broadway,Ste 105,Los Angeles, CA 90012",sandwiches,4.5,2.0,246,oZG16DktFsm-Sl-KDSny_g
166,anwar's kitchen,99.0,"217 E 8th St,Los Angeles, CA 90014",mediterranean,4.5,,153,98nL1641VKFPGBjCjVlaNA
167,gyoza boyz dtla,96.0,"724 S Spring St,Corporation Food Hall,Los Angeles, CA 90014",japanese,3.5,,30,Vz-vcwRDwQLxlIgAUACu5A
168,dtla bodega,97.0,"650 S Spring St,Unit R2,Los Angeles, CA 90014",delis,4.5,,63,scAFYZFTI0Lu98N0Rs9nQw
169,aca grill,92.0,"1300 S San Pedro St,Ste 220,Los Angeles, CA 90015",bbq,4.5,2.0,42,Yji5SVINMP7c2KOmGeouwg
170,mohawk bend,96.0,"2141 W Sunset Blvd,Los Angeles, CA 90026",gastropubs,4.0,2.0,2456,NffHWFzlhlsPvl06guR2gQ
171,yang ban sul lung tang,91.0,"1515 Maple Ave,Los Angeles, CA 90015",korean,4.5,1.0,196,svK6WXwRnTSORVkB33o3KA
172,casa la doña,99.0,"800 S Main St,Los Angeles, CA 90014",mexican,4.5,1.0,699,5o_XEyhLrgpB6Cmeqp9NGg
173,holy basil,98.0,"718 S Los Angeles St,Unit A,Los Angeles, CA 90014",thai,4.5,2.0,179,gX802b6PyS51OjFrXacWfA
174,poppy + rose,95.0,"765 Wall St,Los Angeles, CA 90014",breakfast_brunch,4.0,2.0,2796,NlT-6hFP0_6hPo36AW2lIA
175,city club restaurant,94.0,"1029 S Santa Fe Ave,Los Angeles, CA 90021",divebars,4.0,1.0,19,4Ci1Go2yuau36vRnwBqEkw
176,eat drink americano,97.0,"923 E 3rd St,Los Angeles, CA 90013",newamerican,4.0,2.0,809,ECDeXJtkl5umk8_CZp7hkw
177,little jewel of new orleans,94.0,"207 Ord St,Los Angeles, CA 90012",delis,4.0,2.0,1860,e8yeADAtTGRyzkOLG5iKSg
178,manuela,98.0,"907 E 3rd St,Los Angeles, CA 90013",newamerican,4.0,2.0,1338,qA9Dqezi-kqbIBtM3c07Ew
179,mendocino farms,97.0,"444 S Flower St,Los Angeles, CA 90071",sandwiches,4.5,2.0,779,6wgMAoxi3CMiX0yrUO_g_Q
180,mendocino farms,97.0,"300 S Grand Ave,Los Angeles, CA 90071",sandwiches,4.0,2.0,587,p--FkpK0aMeXKoMHVp1dQw
181,birdies,93.0,"314 W Olympic Blvd,Los Angeles, CA 90015",donuts,4.0,2.0,2070,eXZyAF5Xk1u-d9vnkeNPXg
182,langer's delicatessen,96.0,"704 S Alvarado St,Los Angeles, CA 90057",delis,4.5,2.0,4050,qCJ2LFfNbXYBIcjXNva1cA
183,breadlam,98.0,"826 E 3rd St,Los Angeles, CA 90013",sandwiches,4.5,2.0,147,q_zo_eEeWru0MQqehWHiVQ
184,dalia cocina mexicana,92.0,"108 W 2nd St,Unit 102,Los Angeles, CA 90012",mexican,4.5,2.0,192,MSVqTBMGU1vqM9j-SzPq6A
185,bak's kitchen,94.0,"702 W 1st St,Los Angeles, CA 90012",japanese,3.5,1.0,83,it3MggLJtEwsOaeFMN0_kg
186,sticky rice,93.0,"317 S Broadway,Ste C-4-5,Grand Central Market,Los Angeles, CA 90013",thai,4.0,2.0,1028,B7hN8d0qkE9mPw9LVcomuQ
187,crab house,95.0,"923 S Vermont Ave,Los Angeles, CA 90006",korean,4.0,2.0,398,sHMQqLZqaMCZa5ICqpGiNg
188,hana ichimonme,92.0,"333 S Alameda St,Fl 3,Los Angeles, CA 90013",ramen,4.0,2.0,479,4pfHXdV1cilbpT5uUlbTGw
189,it's thai casual dining,93.0,"1070 Wilshire Blvd,Los Angeles, CA 90017",thai,4.0,2.0,112,IPeh_5m9tKejHi-pjiG2rg
190,yunomi handroll,96.0,"806 E 3rd St,Ste 100,Los Angeles, CA 90013",sushi,4.5,2.0,199,Q6Gkv6-kmyMMVmMojCuaDw
191,pho 87,92.0,"1019 N Broadway,Los Angeles, CA 90012",vietnamese,4.0,2.0,1544,EiGZST3PxwKs94PTOsD4eQ
192,jin chinese kitchen,93.0,"1930 W Olympic Blvd,Los Angeles, CA 90006",chinese,4.5,1.0,24,-Z-Je-27YcpaLZTi76wYtg
193,the red chickz,93.0,"557 S Spring St,Los Angeles, CA 90013",chickenshop,4.0,2.0,522,KvQ6feUPuHy2TSzIrMXpOQ
194,mitsuru cafe,98.0,"117 Japanese Village Plz Mall,Los Angeles, CA 90012",japanese,4.0,1.0,862,W72Vw4dDILjmFtSC0z2CCw
195,lala's argentine grill,92.0,"105 W 9th St,Los Angeles, CA 90015",steak,4.5,2.0,238,2AGiIf_qute8Yjyz-le5rQ
196,ilcaffe,95.0,"855 S Broadway,Los Angeles, CA 90014",coffee,4.0,1.0,240,buX4WqNdoEsXJAQo0prbIQ
197,el cholo,93.0,"1037 S Flower St,Los Angeles, CA 90015",mexican,3.5,2.0,857,JvYCa7lKBmAAnZMlbQxFrQ
198,mi bandera pupuseria,93.0,"3419 S San Pedro St,Los Angeles, CA 90011",salvadoran,4.5,2.0,107,uE_1a5RhYUD5q-gRH58B2Q
199,eggslut,93.0,"317 S Broadway,Grand Central Market,Los Angeles, CA 90013",breakfast_brunch,4.0,1.0,6056,b4SH4SbQUJfXxh6hNkF0wg
200,berlin currywurst,94.0,"317 S Broadway,Stall 22,Grand Central Market,Los Angeles, CA 90013",german,4.0,2.0,274,CEgXWVuffLS6yjq_O0seVg
201,blossom restaurant,96.0,"426 S Main St,Los Angeles, CA 90013",vietnamese,3.5,2.0,1092,yNBlfI0twfw2-r8Chsgdfg
202,mochinut downtown la,94.0,"728 S Olive St,Los Angeles, CA 90014",donuts,4.5,,93,HPDk093qwYwCS0Lwkd6xJg
203,sakana sushi lounge,91.0,"321 W 9th St,Los Angeles, CA 90015",japanese,4.0,2.0,371,CWCBnOBZu9f86e-ViVSL6w
204,au lac,96.0,"710 W 1st St,Los Angeles, CA 90012",vietnamese,4.0,2.0,1054,CP0ICg1dZqEOt3UtNapjKg
205,izakaya osen,95.0,"2903 Sunset Blvd,Los Angeles, CA 90026",sushi,4.5,2.0,1203,us0WnDOySVXXXwCqs0AaCw
206,asian box,94.0,"445 S Figueroa St,Los Angeles, CA 90071",asianfusion,4.0,1.0,180,8h5z9lllo4x5HcBnOBOaBg
207,hatch,90.0,"700 W 7th St,Ste G600,Los Angeles, CA 90017",japanese,4.0,2.0,669,eUkd8atkJe4fkKGcD5QZ1A
208,olio gcm wood fired pizzeria,96.0,"317 S Broadway,Los Angeles, CA 90013",pizza,4.0,2.0,343,C3Yv3DBc7LPekpcMMDKS0A
209,fogo de chao,90.0,"800 S Figueroa St,Los Angeles, CA 90017",steak,3.5,3.0,1479,euIu-4rVEKrsAMMC8A0vZQ
210,mr. masala,93.0,"949 S Figueroa St,Los Angeles, CA 90015",indpak,4.0,2.0,296,6sOis7jSU7uam8w35WEn7A
211,spitz - little tokyo,96.0,"371 E 2nd St,Los Angeles, CA 90012",mediterranean,4.0,2.0,1695,nxUUYDgQ-VWwjaxmRGJBkg
212,fisherman's outlet,99.0,"529 S Central Ave,Los Angeles, CA 90013",seafoodmarkets,4.0,2.0,1215,TQjFx3yzyUYBdWb-MpIfvQ
213,broadway cuisine,96.0,"913 N Broadway,Los Angeles, CA 90012",chinese,4.5,2.0,45,KaT_tPTpDrTtyczTpZnvSw
214,everytable,98.0,"1101 W 23rd St,Los Angeles, CA 90007",salad,4.5,1.0,315,wjU7E9cMWgxZO9HNTn_tig
215,cow cafe,97.0,"342 W Pico Blvd,Los Angeles, CA 90015",cafes,4.5,2.0,162,KN4dbEU1TFbRhehvi_xV0g
216,z falafel,92.0,"725 S Hill St,Los Angeles, CA 90014",falafel,4.0,2.0,61,gCxwL1pAJDJkAylbfMKylQ
217,california kabob kitchen,91.0,"141 W 11th St,Los Angeles, CA 90015",mideastern,4.0,2.0,251,Z6_Gitnw1JV-KIJYioFtHA
218,calif. chicken cafe,94.0,"809 S Hill St,Los Angeles, CA 90014",salad,4.5,2.0,202,G_Z-MgQ1OL5GlkIJ6w_fFw
219,woodspoon,91.0,"107 W 9th St,Los Angeles, CA 90015",brazilian,4.0,2.0,1454,ta7GyGyMGnn_LeJkUeLqdQ
220,la barca restaurant,91.0,"2414 S Vermont Ave,Los Angeles, CA 90007",mexican,4.0,2.0,955,FBRxoQSWtziiU_A5tscVGA
221,sushi gen,94.0,"422 E 2nd St,Los Angeles, CA 90012",sushi,4.5,3.0,3944,YBmk31pBPukmnRyioe5uBA
222,tenno sushi,91.0,"207 S Central Ave,Los Angeles, CA 90012",japanese,4.0,2.0,1821,InOqSX9rLUAqAP7Q13UrQg
223,prime pizza,97.0,"141 S Central Ave,Los Angeles, CA 90012",pizza,4.0,1.0,317,G_5uMbKvEWKarsxlm-VhqQ
224,tacos 1986,97.0,"609 S Spring St,Los Angeles, CA 90014",tacos,4.0,1.0,630,k3D-nW6EjjJguYkUupCUaA
225,silverlake ramen dtla,99.0,"615 S Spring St,Los Angeles, CA 90014",ramen,3.5,2.0,287,qbX-jR8QBAGWZ5WHw0Js8A
226,habachihana grill,95.0,"1045 S Hill St,Los Angeles, CA 90015",steak,3.5,2.0,223,_a1mVQvn7Ucp7aKm7XaAig
227,northern cafe,95.0,"2904 S Figueroa St,Los Angeles, CA 90007",noodles,3.5,2.0,324,qpZCi8oVqxOA_YSIaCaMnw
228,el huero,92.0,"3000 S Figueroa St,Los Angeles, CA 90007",mexican,4.0,2.0,1052,2t-FTIdnJC1gDjpims7oMQ
229,ebaes,94.0,"2314 S Union Ave,Los Angeles, CA 90007",tapasmallplates,4.0,2.0,843,3IoIViOW1W38eQOPWm0_DA
230,mendocino farms,92.0,"735 S Figueroa Ave,Los Angeles, CA 90017",sandwiches,4.5,2.0,832,cEGNvEu0QtRLs7uVqY0dag
231,urth caffé- downtown la,97.0,"451 S Hewitt St,Los Angeles, CA 90013",coffee,4.0,2.0,5582,0WyRlH-fxOVLh1b3oEBEEQ
232,pinches tacos,95.0,"610 W 6th St,Los Angeles, CA 90017",tacos,3.0,2.0,60,CmIuXeP4Gsadd_yzXC2pog
233,10e,91.0,"811 W 7th St,Los Angeles, CA 90017",mediterranean,4.0,2.0,721,nYD88woJ2pQn8iGPi6emrQ
234,petite peso,90.0,"419 W 7th St,Los Angeles, CA 90014",filipino,4.5,2.0,86,vb1-f0AzBYJOqKCFk4dUHA
235,pez cantina,91.0,"401 S Grand Ave,Fl 1,Los Angeles, CA 90071",seafood,4.0,2.0,1055,hIythZZ3mpPwwhSJkUuJQQ
236,golden lake eatery cambodian restaurant,83.0,"424 W College St,Los Angeles, CA 90012",cambodian,4.0,1.0,271,GWkTJVxzieQM2KfaAk9sBQ
237,burgerlords chinatown,98.0,"943 N Broadway,Ste 102,Los Angeles, CA 90012",burgers,4.0,2.0,861,ierxTDAcyBrBXFyMadrAlA
238,delicious at the dunbar,92.0,"4229 S Central Ave,Los Angeles, CA 90011",soulfood,4.0,2.0,124,gnJxuqr3Y2641FZVPmKk1g
239,yuk dae jang,90.0,"3033 W 6th St,Ste 104-105,Los Angeles, CA 90020",korean,4.5,2.0,661,3C2wUqSkpY4-N0O5ArVjwQ
240,carnitas michoacan,87.0,"1901 N Broadway,Los Angeles, CA 90031",mexican,4.0,1.0,1357,_FYGof7wh6AsZW_L_wuV8g
241,le petit paris,97.0,"418 /420 S Spring St,Los Angeles, CA 90013",french,4.0,3.0,1436,yqfZcttHy2WdYFzMQQaXoA
242,pizza napolita,98.0,"541 S Spring St,Ste 112,Los Angeles, CA 90013",pizza,4.5,2.0,134,tqszqqYqfTreG7z-OQt3GQ
243,z falafel,91.0,"806 W 8th St,Ste A,Los Angeles, CA 90017",mediterranean,4.5,2.0,223,o544PxUX9ef8yUBEDQmswg
244,wild living foods,98.0,"760 S Main St,Los Angeles, CA 90014",juicebars,4.0,2.0,627,cGaz4-wz0jhAB_Qr5byusg
245,blu jam cafe,94.0,"541 S Spring St,Ste 110,Los Angeles, CA 90013",breakfast_brunch,4.0,2.0,1480,Qexm-LVzSEcGjuH3yYulmA
246,ricebox,99.0,"541 S Spring St,Ste 131,Los Angeles, CA 90013",bbq,4.5,2.0,300,hPevQl0mBhTFUXZ0baMq0Q
247,full moon house,81.0,"960 N Hill St,Los Angeles, CA 90012",chinese,4.0,2.0,379,bJeMe365G76fcnFqBHxppg
248,wake & late,94.0,"105 East 6th St,Los Angeles, CA 90014",coffee,4.5,2.0,923,GMyarj6vbMqr-sS2UG4KVw
249,porchetta republic,90.0,"1220 West 7th St,Los Angeles, CA 90017",foodstands,5.0,2.0,116,Qy8Qrv3ZOt7swuA7Rw5mHw
250,larchmont bungalow cafe,93.0,"2110 Sunset Blvd,Ste N,Los Angeles, CA 90026",cafes,4.0,2.0,494,puo151bPwqvTl46LYZyOsA
251,mediterranean delight,90.0,"726 S Hill St,Los Angeles, CA 90014",persian,4.5,2.0,80,JgwivnG17XDFnMAGHUCpsw
252,sultan chicken,94.0,"311 W 6th St,Los Angeles, CA 90014",mideastern,4.0,1.0,365,vywBUQsQ6r3x8U8FkrPJAA
253,yuko kitchen - los angeles,90.0,"101 W 5th St,Los Angeles, CA 90013",japanese,4.5,2.0,399,4AX7DMPPq2t-Hf8dEpi3yA
254,el patroncito mexican cuisine,91.0,"421 Venice Blvd,Los Angeles, CA 90015",mexican,4.5,1.0,229,Vl31AJJ7smvgt5Pu5MsP-A
255,farmer boys,92.0,"726 S Alameda St,Los Angeles, CA 90021",breakfast_brunch,3.0,2.0,618,wO0qB3ZUY4A2ti3yYH-1xA
256,colori kitchen,93.0,"429 W 8th St,Los Angeles, CA 90014",italian,4.0,2.0,1755,Kz8ZETLCLPNzzs9Tb4u1SQ
257,rice & nori,97.0,"123 Astronaut E S Onizuka St,Ste 103,Los Angeles, CA 90012",japanese,4.5,1.0,467,g5s8qBx7_uUU-3pALdvCMQ
258,wok n' tenders,95.0,"312 W Olympic Blvd,Los Angeles, CA 90015",chickenshop,4.5,2.0,63,iM1jGSf06bihs3GUDbJqjQ
259,h&h brazilian steakhouse downtown la,99.0,"518 W 7th St,Los Angeles, CA 90014",brazilian,4.5,,762,KAG0aFy962JY38UeWI8pWQ
260,orleans & york deli,95.0,"333 S Spring St,Los Angeles, CA 90013",delis,4.0,2.0,392,iWS7Olqaw4hyWvMLIwJ9mw
261,thai silk express,96.0,"1260 S Soto St,Ste 17,Los Angeles, CA 90023",thai,4.0,1.0,184,S9atsN7yo_pu8eJWkIlVxw
262,jinya ramen bar - los angeles,84.0,"700 Wilshire Blvd,Ste B,Los Angeles, CA 90017",ramen,4.0,2.0,502,2GoGnKxRmKeL_D49pHlGKA
263,marugame monzo,97.0,"329 E 1st St,Los Angeles, CA 90012",japanese,4.5,2.0,4075,fxeuGYnoRWwm5aGDg1FRJA
264,cassell's hamburgers dtla,93.0,"421 W 8th St,Los Angeles, CA 90014",burgers,4.0,2.0,214,TNzKsP9RznnTy2KclvLq0w
265,dtla ramen,92.0,"952 S Broadway St,Los Angeles, CA 90015",ramen,4.0,2.0,657,STe3KancAkR7kqEL7wydow
266,orsa & winston,93.0,"122 W 4th St,Los Angeles, CA 90013",italian,4.0,4.0,539,ZIsekcDGiAjF7yruJZSOrQ
267,original pantry cafe,91.0,"877 S Figueroa St,Los Angeles, CA 90017",tradamerican,3.5,2.0,3143,Nlofg9suE-UaMf087oEVUA
268,le grand,82.0,"707 S Grand Ave,Los Angeles, CA 90017",italian,4.5,2.0,627,W-znmhcbAFwoDtqLCmc9JA
269,seasalt fish grill,93.0,"812 W 7th St,Los Angeles, CA 90017",seafood,4.0,2.0,835,6kvWWkoL0dWOEmFh2ui-vQ
270,comfort la,81.0,"1110 E 7th St,Los Angeles, CA 90021",comfortfood,4.0,2.0,1037,yAuYzMcr57EVrPzyOcODlQ
271,panini kabob grill - downtown la,90.0,"600 W 9th St,Los Angeles, CA 90015",mediterranean,4.0,2.0,1669,S1JEJ_abdhiV5tZ89ENPfQ
272,the new moon,97.0,"102 W 9th St,Los Angeles, CA 90015",chinese,4.0,2.0,273,5WRkjiZWv25aGOUqfupSUQ
273,uobei,91.0,"112 W 9th St,Los Angeles, CA 90015",japanese,5.0,,61,FfNg-hqpH5_lDZmhNUfYNA
274,kazunori  | the original hand roll bar,97.0,"421 S Main St,Los Angeles, CA 90013",sushi,4.5,2.0,3071,hC745S5W4HTq606ySmBJNw
275,tulsi indian eatery,92.0,"408 S Main St,Los Angeles, CA 90013",vegetarian,4.5,,158,1noKWuAZ6hTG7FVmrw4Eow
276,catch 21,73.0,"441 S Central Ave,Los Angeles, CA 90013",seafood,4.0,1.0,156,IAPZLVEDjOeEd_uRqORu3Q
277,cilantro lime,95.0,"934 S Los Angeles St,Ste 2,Los Angeles, CA 90015",mexican,4.5,1.0,462,bHkfCBRQfAd60luOgRxkjw
278,otium,98.0,"222 S Hope St,Los Angeles, CA 90012",newamerican,4.0,3.0,2156,G_V5eJFfYlTEERyIPR-8MQ
279,frame pizzeria ,92.0,"911 S Hill St,Los Angeles, CA 90015",pizza,5.0,,41,65jOcKOd2FDFx2PuRXz-cw
280,pikunico,94.0,"767 S Alameda St,Suite 122,Los Angeles, CA 90021",japanese,4.0,2.0,238,uIYiJF3CSTXQsXSKonYydQ
281,chinese friends restaurant,95.0,"984 N Broadway,Los Angeles, CA 90012",chinese,4.0,2.0,382,EXZGlBE2S3glZR11G1EBeQ
282,rike,100.0,"228 E 1st St,Los Angeles, CA 90012",japanese,4.5,2.0,93,JyRCzER-tCbiB7d11-dKpQ
283,the escondite,97.0,"410 Boyd St,Los Angeles, CA 90013",tradamerican,4.0,2.0,694,ZXLsi_UFu-kXDXrUpmLumg
284,savoca,92.0,"900 W Olympic Blvd,Los Angeles, CA 90015",italian,3.5,,27,XBkRSNtBggWGMIfqmIlF2Q
285,qq cafe,98.0,"824 San Julian St,Unit 116,Los Angeles, CA 90014",salad,4.5,1.0,42,pZey4B40lVGW84-kUuCdOQ
286,first draft taproom & kitchen,92.0,"1230 S Olive St,Los Angeles, CA 90015",newamerican,4.0,2.0,180,0uA5OgE1veZF61HtS9ewGQ
287,pattern bar,95.0,"100 W 9th St,Los Angeles, CA 90015",cocktailbars,4.0,2.0,436,oZIKA92DwMm7uxyuXpmfMg
288,masa of echo park,96.0,"1800 W Sunset Blvd,Los Angeles, CA 90026",pizza,4.0,2.0,4443,CbW8U0QAwh5XRkaLt0xNZA
289,zinc cafe & market,96.0,"580 Mateo St,Los Angeles, CA 90013",breakfast_brunch,4.0,2.0,1866,PMj1TDcrvYTxEXd-g9LcWA
290,sonoratown,94.0,"208 E 8th St,Los Angeles, CA 90014",mexican,4.5,2.0,1528,Ti2Ksp2oPj6rpdp2tQcaVA
291,dream kabob house,99.0,"229 E 9th St,Los Angeles, CA 90015",salad,5.0,1.0,158,ClGqJ80ObaoTtGVV6_g5dA
292,braazo pizza,96.0,"100 1/2 W 7th St,Los Angeles, CA 90014",pizza,4.5,2.0,770,T1RfgUMYKW3HD55SEJILbQ
293,il bambino restaurant,94.0,"1403 S Hooper Ave,Los Angeles, CA 90021",italian,4.5,2.0,225,fARvUjZALi0qdmgRS1uMhQ
294,u star cafe,93.0,"1109 E 12th St,Los Angeles, CA 90021",cafes,4.5,,21,ASQzP2QHhoJb1_SzjAEo1g
295,colburn café,95.0,"200 S Grand Ave,Los Angeles, CA 90012",newamerican,3.5,1.0,77,GA_o5UVZBqXWezE1uYClng
296,birrieria don boni,97.0,"1845 E 1st St,Los Angeles, CA 90033",mexican,4.0,2.0,520,_Ud0KZCY_-t_Kl8rDK-Zxg
297,zuma pop up at inko nito,94.0,"225 S Garey St,Los Angeles, CA 90012",asianfusion,5.0,,1,C_3-Xh9AvJx1ugwvPbQ-OA
298,pizzanista!,92.0,"2019 E 7th St,Los Angeles, CA 90021",pizza,4.0,1.0,1308,ICTrXwuFczeXxHye7fQxlA
299,little sister,85.0,"523 W 7th St,Los Angeles, CA 90017",vietnamese,4.0,2.0,1604,gjPZZzmkVANey4vGFYmC7A
300,the italian stallion,90.0,"215 W 6th St,Los Angeles, CA 90013",italian,5.0,,8,-qyxITZPlr0aDV2IBYB6Tw
301,la prime,92.0,"404 S Figueroa St,The Westin Bonaventure Hotel and Suites,Los Angeles, CA 90071",steak,4.0,4.0,987,qLEz9y4lYHzEBko0o6SXpQ
302,daikokuya little tokyo,94.0,"327 E 1st St,Los Angeles, CA 90012",ramen,4.0,2.0,8980,iSZpZgVnASwEmlq0DORY2A
303,lemonade,91.0,"250 S Grand Ave,Los Angeles, CA 90012",newamerican,4.0,2.0,337,bdHCyyGuBWQqw47VMhJGdg
304,rose bakery,95.0,"608 Imperial St,Los Angeles, CA 90021",cafes,5.0,,9,OQlO6G6p00EkU7d8g0ahvw
305,the park's finest,92.0,"1267 W Temple St,Los Angeles, CA 90026",bbq,4.0,2.0,2157,eNPaF_hVdpxMkzyq9kenYQ
306,ziran,93.0,"333 S Figueroa St,Los Angeles, CA 90071",newamerican,4.0,2.0,99,HUuiz9kpDi8i46mT4Yo2xA
307,noe restaurant and bar,96.0,"251 S Olive St,Los Angeles, CA 90012",bars,4.0,2.0,550,vsVGA4-vCEHCBi6RUK_WFA
308,the wolves,90.0,"519 S Spring St,Los Angeles, CA 90013",cocktailbars,4.0,2.0,248,20q1O9lNZsD9RrKTURFr2A
309,flavors of thai,97.0,"1275 S Union Ave,Los Angeles, CA 90015",thai,4.0,2.0,753,LjFzKhP13GS6_CRM0HkEVg
310,traxx restaurant,93.0,"800 N Alameda St,Los Angeles, CA 90012",newamerican,4.5,,41,Brpb042-ps06D6w3E50f1g
311,chichen itza restaurant,97.0,"3655 S Grand Ave,Ste C6,Los Angeles, CA 90007",mexican,4.5,2.0,1306,vC_6J_nGyf4J8xt-Vu6Shw
312,amboy,92.0,"727 N Broadway,Ste 117,Los Angeles, CA 90042",steak,4.5,2.0,200,oMWttbTso0Mh_aIDIAFToQ
313,wurstküche,,"800 E 3rd St,Los Angeles, CA 90013",hotdog,4.0,2.0,8664,KQBGm5G8IDkE8LeNY45mbA
314,howlin' ray's,,"727 N Broadway,Ste 128,Los Angeles, CA 90012",southern,4.5,2.0,7025,7O1ORGY36A-2aIENyaJWPg
315,sugarfish by sushi nozawa,,"600 W 7th St,Ste 150,Los Angeles, CA 90017",japanese,4.0,3.0,2587,lE0ceQRIUrhvfUE8Pg9sXw
316,cafe dulce,,"134 Japanese Village Plz,Bldg E,Los Angeles, CA 90012",coffee,4.0,1.0,2269,8rVWoDNS6JO-5uXOD3VyXw
317,far bar,,"347 E 1st St,Los Angeles, CA 90012",asianfusion,3.5,2.0,1992,EjRBYCUq2sx-TH77zubUfw
318,joey dtla,,"700 W 7th St,Ste S430,Los Angeles, CA 90017",newamerican,4.5,,1731,_n0fEUZdbkLOimHz_IXkiQ
319,fleming’s prime steakhouse & wine bar,,"800 W Olympic Blvd,Ste A-135,Los Angeles, CA 90015",steak,4.0,4.0,1725,1toW0p9uJQMEayWlUDz4WQ
320,katsuya,,"800 W Olympic Blvd,Ste 220,Los Angeles, CA 90015",sushi,3.5,3.0,1624,XhD5aTVFVjAZqr4bLd_nIQ
321,sushi enya - los angeles,,"343 E 1st St,Los Angeles, CA 90012",japanese,4.5,3.0,1529,tJsZbLxMiykQCek_-diOvg
322,mex peru gipsy,,"414 E 12th St,Los Angeles, CA 90015",mexican,5.0,2.0,1274,beA_DlDpij8O9xK2B-NjEA
323,mrs fish,,"448 South Hill St,Los Angeles, CA 90013",sushi,4.0,2.0,1245,mpXwW9YEu0uEFadsfFy26w
324,broken mouth | lee's homestyle,,"718 S Los Angeles St,Los Angeles, CA 90014",hawaiian,5.0,2.0,1183,CcqraT0cuGKYEcZ1ri_kxg
325,figueroa philly cheese steak,,"358 W 38th St,Los Angeles, CA 90037",cheesesteaks,4.5,2.0,1166,vfHJzF0ShYtwmotXE-0PiA
326,majordomo,,"1725 Naud St,Los Angeles, CA 90012",newamerican,4.0,3.0,1092,4Zx7Lw4U6F0sXrV4aiIyqQ
327,ramen hood,,"317 S Broadway St,Los Angeles, CA 90013",ramen,4.5,2.0,1062,-dqkgjUUIDOb4V1dC4X70A
