,Name,Score,Location,Category,Rating,Price,Review_count,business_id
328,corn man,,"2338 Workman St,Los Angeles, CA 90031",foodstands,4.5,1.0,1007,PXYKRPkEcf4Mczfp_AfP0w
329,tot / teishokuya of tokyo,,"345 E 2nd St,Los Angeles, CA 90012",japanese,3.5,2.0,877,FZEfk7X6_5-C3GMmsXoAZQ
330,wood,,"2861 Sunset Blvd,Los Angeles, CA 90026",pizza,4.0,2.0,875,F2W1R7yIvSOqD1xH_F1cZA
331,dama,,"612 E 11th St,Los Angeles, CA 90015",latin,4.5,3.0,832,-9NXuo0g_NwOPfnKX3Vr_g
332,little bear,,"1855 Industrial St,Los Angeles, CA 90021",belgian,3.5,2.0,792,ZAfPTUXULIuma2N6Sb-dMQ
333,peking tavern,,"806 S Spring St,Los Angeles, CA 90014",gastropubs,4.0,2.0,783,iOuz4WzpUaG6MOajq4Hi2A
334,the palm - l.a. downtown,,"1100 S Flower St,Los Angeles, CA 90015",steak,3.5,3.0,737,Xd8hcop1s2uCMNUP6rTo0Q
335,casa fina restaurant & cantina,,"1842 E First St,Los Angeles, CA 90033",mexican,4.0,2.0,721,1pa6C6pBW5MJdZjsAQRa2A
336,tsurumaru udon honpo,,"333 S Alameda St,Ste 301, Fl 3,Los Angeles, CA 90013",japanese,4.0,1.0,645,1woFV7IpgaGZCkOvixyRdg
337,broken shaker at freehand los angeles,,"416 West 8th St,Los Angeles, CA 90014",cocktailbars,3.5,2.0,640,U_r40GZhG6fUpbsFvnK2mg
338,strada eateria & bar,,"825 W 9th St,Los Angeles, CA 90015",tapasmallplates,4.5,3.0,591,yQVPKXmDIUb6yH3MM8Q3nQ
339,mezcalero,,"510 S Broadway,Los Angeles, CA 90013",cocktailbars,4.0,2.0,588,yyTLKAplUF89xydeB2bZWQ
340,tire shop taqueria,,"4069 S Avalon Blvd,Los Angeles, CA 90011",mexican,4.5,1.0,584,UUlGlPfy0FsReQ2LWWBSWw
341,district,,"700 West 7th St,Los Angeles, CA 90017",cocktailbars,4.0,2.0,579,tNLPTQYYfzh3IL7YoS1s_g
342,amante restaurant,,"123 E 9th St,Los Angeles, CA 90015",italian,3.5,2.0,573,E_3yd3pJAxFPp-zt7aCtZg
343,ktchn dtla,,"428 S Hewitt St,Los Angeles, CA 90013",breakfast_brunch,4.0,2.0,522,Bwx213S4DZz2-e1WOdl_ig
344,fixins soul kitchen - los angeles,,"800 W Olympic Blvd,Ste A150,Los Angeles, CA 90015",soulfood,4.5,2.0,509,PI1TAMjFy1wO9OCiA-VWBA
345,dekkadance,,"900 Wilshire Blvd,Fl 69,Los Angeles, CA 90017",pizza,3.5,3.0,446,NGOnzqtfDVdfZSnwqGdwIA
346,the rooftop at the wayfarer downtown la,,"813 Flower St,Los Angeles, CA 90017",newamerican,3.5,3.0,423,1mb6fp_JRp4Y68GStJsGIQ
347,la boucherie,,"900 Wilshire Blvd,Fl 71,Los Angeles, CA 90017",steak,4.0,4.0,411,QKNCjonKZ8OkfbCD_j7JHA
348,kinjiro,,"424 E 2nd St,Honda Plaza,Los Angeles, CA 90012",izakaya,4.5,3.0,406,OQtm6aFK58dUVJRBMTxyqg
349,rappahannock oyster bar,,"777 S Alameda St,Ste 154,Los Angeles, CA 90021",seafood,4.0,2.0,403,FoBImsch8xY3ANNGWL32Bw
350,the exchange restaurant,,"416 West 8th St,Los Angeles, CA 90014",mideastern,4.0,2.0,402,8aDkzc7pF1sog5btfm2_Rg
351,kato,,"777 Alameda St,Bldg 1 Ste 114,Los Angeles, CA 90021",japanese,4.5,4.0,398,nMCeecupa8jfOq7-Dcs6Dg
352,kashira sushi,,"766 S Santee St,Los Angeles, CA 90010",japanese,3.5,2.0,395,hBKqBlnut9bcPLPk1gdh_A
353,otomisan restaurant,,"2506 E 1st St,Los Angeles, CA 90033",japanese,4.5,2.0,381,WWZSzdIL_a2TnLBc5hZ0_A
354,oleego by parks bbq,,"735 S Figueroa St,Ste 123,Los Angeles, CA 90017",asianfusion,4.0,1.0,360,rMs8GH8MMOdA2Avon-YNOw
355,frymadness,,"555 S Spring St,Los Angeles, CA 90013",tradamerican,4.0,2.0,347,LcRB5s8-VDCSmpxWK0lwfw
356,tacos mexico,,"913 S Broadway,Los Angeles, CA 90015",mexican,3.5,1.0,316,A1z9zXowKDHLdd5eL9x-gg
357,sushi zo  | downtown los angeles,,"334 S Main St,Ste 1106,Los Angeles, CA 90013",japanese,4.5,4.0,310,gHjqZaWcMjkvloNjACqLAg
358,the burrow bar & kitchen,,"819 Flower St,Los Angeles, CA 90017",gastropubs,4.5,2.0,307,1lxtw52CJ9ip6VqQCzt2Fw
359,bo daddy’s bbq,,"1415 S Hill St,Los Angeles, CA 90015",bbq,4.5,2.0,301,ImWjgRhcohdWYTPUt4iaZw
360,funculo,,"724 S Spring St,Los Angeles, CA 90014",italian,4.5,2.0,295,wBl2kT_V44-Y7frfdtOusg
361,tanota takoyaki,,"350 E 1st St,Los Angeles, CA 90012",japanese,4.0,2.0,291,pO1FnpTADBuZg1JJiTJfGA
362,cava,,"3201 S Hoover,Ste 1840,Los Angeles, CA 90089",mediterranean,4.0,2.0,280,m_Mb47u9F_G8NR0Fmg6GRg
363,chuy’s tacos dorados,,"1335 Willow St,Los Angeles, CA 90013",tacos,4.0,1.0,277,T2yz7XPwL8CpBUcwnHhfow
364,tian's dim sum & fast food,,"809 N Hill St,Los Angeles, CA 90012",dimsum,3.5,1.0,276,WSISRKQwwyARA34XKUfrtA
365,zinqué,,"939 S Broadway,Los Angeles, CA 90015",breakfast_brunch,4.0,2.0,274,hnHwGO-uDz9TjQw2xGBZTw
366,v los angeles,,"515 W 7th St,Los Angeles, CA 90014",cocktailbars,4.0,2.0,270,qhPBVr8vv75EsQXB_B194Q
367,trattoria 25,,"2501 S Santa Fe Ave,Vernon, CA 90058",italian,3.5,2.0,261,4fjCNwFoUFZqBqwBCbRoXg
368,birrieria los gonzalez,,"2524 Maple Ave,Los Angeles, CA 90011",mexican,4.0,1.0,244,yMJpttJxzObbbRh0ekawmQ
369,abeautifullife jamaican cafe,,"216 S Spring St,Los Angeles, CA 90012",caribbean,3.5,1.0,238,wDCB-CyI07fux_Bm93ejSQ
370,patxi's pizza,,"1011 S Figueroa St,Ste B115,Los Angeles, CA 90015",pizza,3.5,2.0,234,zl80EB0eOfWQOhk5tUks8Q
371,bang bang noodles,,"2748 W 8th St,Los Angeles, CA 90005",noodles,4.0,2.0,227,mrEgKltVkacoD6ZNWzQjyg
372,keepers,,"200 S Los Angeles St,Los Angeles, CA 90012",breakfast_brunch,4.5,2.0,225,dl2EANNpRKjPBuQ_-iRrIA
373,verve coffee roasters,,"500 Mateo St,Los Angeles, CA 90013",coffeeroasteries,4.0,2.0,225,JxTtsSpsFMjTPZLbfuCG5w
374,qin west noodle,,"727 N Broadway,Ste 111,Los Angeles, CA 90012",chinese,4.0,1.0,220,5imw7dSuSB4HmUMrZep1lg
375,east garden restaurant,,"750 N Hill St,Ste F,Los Angeles, CA 90012",chinese,4.0,2.0,218,P35lIoabQQm-c2QFJPhykg
376,monty’s chicken & waffles,,"358 W 38th St,Los Angeles, CA 90037",waffles,4.0,2.0,205,6w7A4JOwwsUka_DhZFFIDA
377,hill street bar & restaurant,,"200 S Hill St,Los Angeles, CA 90012",newamerican,4.5,2.0,198,hnTTd5XfwSoj7gI7Bl7r9A
378,intiraymi restaurant peruvian food,,"633 N Spring St,Ste 2,Los Angeles, CA 90012",peruvian,4.0,2.0,197,kfZIEkkCy4OMglRnEjziBA
379,pearl river deli,,"935 Mei Ling Way,Los Angeles, CA 90012",cantonese,4.5,2.0,182,Mywk3nUsqPvmzJiEOw4XYw
380,firenza pizza,,"300 South Grand Avenue Lp 160,Ste LP 160,Los Angeles, CA 90071",pizza,4.0,2.0,182,iOOgawA64azHEwTlRd7tKQ
381,mazal,,"110 N San Fernando Rd,Los Angeles, CA 90031",wine_bars,4.5,2.0,172,wvOLfMsrzTlgZw6GDgbz0g
382,señor fish,,"155 S Main St,Los Angeles, CA 90012",mexican,3.5,2.0,164,fhgZPoQLejuh_iGgQ5Cp8A
383,the blue star,,"2200 E 15th St,Los Angeles, CA 90021",newamerican,4.0,2.0,162,0CCBFL74LoxPLy-VH2HI8Q
384,toms watch bar - los angeles,,"1011 S Figueroa St,Ste B 101,Los Angeles, CA 90015",sportsbars,3.5,2.0,152,7oA2JReIQDC0m3Z6MI3I5A
385,grá,,"1524 Pizarro St,Los Angeles, CA 90026",pizza,4.5,,148,cxU5blDB5nnZIkn4amrf5A
386,sibling rival,,"1060 S Broadway,Los Angeles, CA 90015",tradamerican,4.0,2.0,146,6_hED_ZLV78NdIjJ95l12Q
387,sparrow,,"939 S Figueroa St.,Ste 200,Los Angeles, CA 90015",italian,4.0,3.0,144,l9CyWFbCaU6Wk6b8Tc4i8Q
388,cabra,,"1060 S Broadway,Los Angeles, CA 90015",peruvian,4.5,3.0,137,bJvQKjdfoSVoEDSca9hfHg
389,buddha belly,,"724 S Spring St,Unit 112,Los Angeles, CA 90015",thai,4.0,2.0,135,DuJhizM3g8JXuy2bi3PUlQ
390,champion’s curry,,"136 S Central Ave,Los Angeles, CA 90012",japacurry,4.0,2.0,134,MJo_vetZGt8ZGkw-6XHHSQ
391,burgershop,,"724 S Spring St,Los Angeles, CA 90014",burgers,4.5,2.0,131,Nm1iV8Aaat4EF_0hPevXhg
392,sol agave,,"800 W Olympic Blvd,Ste A130,Los Angeles, CA 90015",newmexican,4.5,2.0,126,dq2iOFVVdwYFzQJ629ICjg
393,garcons de cafe,,"541 S Spring St,Spring Arcade Building,Los Angeles, CA 90013",wine_bars,4.5,2.0,121,wiVESQxDY3CiXwohYs66lg
394,cecilia’s caribbean cuisine,,"1403 W 11th St,Los Angeles, CA 90015",caribbean,4.5,2.0,120,j75RyXM_jYH6wUUZDFS29A
395,lobsterdamus,,"777 S Alameda St,Los Angeles, CA 90021",seafood,3.5,2.0,120,_No6_zhCiks_UPzaqkmnzg
396,cara cara,,"1100 S Broadway,Downtown L.A. Proper Hotel,Los Angeles, CA 90015",newamerican,4.0,,119,VndWkH3-0P1c23BZiuuAbg
397,pepe's red tacos,,"2720 E Olympic Blvd,Los Angeles, CA 90023",foodtrucks,4.5,1.0,117,o5AL9lZhfa6glcS0vrmdkg
398,the green olive,,"3632 Soto St,Los Angeles, CA 90058",mediterranean,4.0,2.0,116,6rCY1MjoIvTiv2cD5M96Yw
399,jail joa,,"2500 W 8th St,Ste 180,Los Angeles, CA 90057",gastropubs,5.0,2.0,111,UN8HcPrLMRnUx3cv2D3-5A
400,smile hotdog,,"333 S Alameda St,Ste 104,Los Angeles, CA 90013",hotdog,4.5,1.0,110,jqjR8zBq7AOBPPS1pteU4A
401,k'grill korean cuisine,,"404 S Figueroa St,Ste 409,Los Angeles, CA 90071",korean,4.0,1.0,110,ROyE1YrbHVQX-Qkw0mMotA
402,la birria by chef anaya,,"3330 S Central Ave,Los Angeles, CA 90011",tacos,4.0,,110,LCurKX4FcnHcVlhlRBUB8Q
403,harbor house,,"1000 Wilshire Blvd,Los Angeles, CA 90017",newamerican,3.5,2.0,107,Sm_xPcCYeROs-xEzQfb8FA
404,kombu sushi,,"300 S Santa Fe Ave,Ste Q,Los Angeles, CA 90013",sushi,5.0,,105,ef9V011CxwKcrAHYxyrNMA
405,limericks tavern dtla,,"615 S Flower St,Los Angeles, CA 90017",bars,4.0,2.0,104,LfaqHWCeBXKdTECv6SdSWg
406,fleur café,,"1300 W Olympic Blvd,Ste 102A,Los Angeles, CA 90015",coffee,5.0,,100,u2ifgpjzrWINDKNJ34h-1g
407,paratta,,"672 S Santa Fe Ave,Los Angeles, CA 90021",indpak,4.5,2.0,100,7N9XBwhpApjM7onz9GnAUg
408,de la nonna,,"710 E 4th Pl,Los Angeles, CA 90013",pizza,4.5,,94,gh4B1viUS0cIbMGmbbaJtA
409,father’s office,,"905 E 2nd St,Los Angeles, CA 90012",gastropubs,4.0,,93,QGWk082jQPTOnMJHF9IPYg
410,row dtla,,"777 S Alameda St,Los Angeles, CA 90021",shoppingcenters,3.5,2.0,87,mR3Ezmm8Ut29PyAHo5bO8g
411,café fig,,"939 S Figueroa St,Unit 300,Los Angeles, CA 90015",cafes,4.5,2.0,86,NrQAjvoj57Qcn2i90otmaw
412,ave 26 tacos,,"353 S Alameda St,Los Angeles, CA 90013",foodstands,4.5,1.0,85,ZDZ7erc2V5XpJ-ltWEKqoQ
413,the capital grille,,"700 W 9th St,Unit B,Los Angeles, CA 90015",steak,4.5,,80,geGu4PB5dJax9r-zEQV-gg
414,sushi takeda,,"123 Astronaut Ellison S Onizuka St,Ste 307,Los Angeles, CA 90012",sushi,4.5,4.0,80,HwNMHgBKApXCMj2H85VqEQ
415,halmoni grandmas dukbokki,,"322 E Pico Blvd,Los Angeles, CA 90015",korean,4.5,1.0,76,0TOFZhAptnr8fW-aP77hiQ
416,spring st. cafe,,"453 S Spring St,Fl 9,Los Angeles, CA 90013",cafes,5.0,2.0,73,DjlSNpl726qtV9rXjCU-Yg
417,il giardino,,"3201 S Hoover St,Los Angeles, CA 90089",italian,4.5,2.0,71,FK2gwXlaA8Dpu9ufxgIXzA
418,crispy cuban,,"1314 W 12th St,Los Angeles, CA 90015",foodtrucks,4.0,1.0,67,t5ma51ZbTl40_pG4RxEglg
419,corporation food hall,,"724 S Spring St,Los Angeles, CA 90014",food_court,4.0,2.0,66,6AxzXdxHnEv-Pr6JZkHnmA
420,bridgetown roti,,"777 S Alameda St,Los Angeles, CA 90021",caribbean,4.5,,64,FSJrDmvmVUyyYDUR_atwsw
421,go get em tiger,,"777 Alameda St,Ste 184,Los Angeles, CA 90021",breakfast_brunch,3.5,1.0,62,kJAZddQsgRqLXSEHM5Zzcg
422,ditroit taqueria,,"2117 Violet St,Los Angeles, CA 90021",mexican,4.0,,60,WR3_Dw58mCnmGq-cW7H0vw
423,smoke queen bbq,,"777 S Alameda St,Los Angeles , CA 90021",popuprestaurants,5.0,,57,8XaCGb_UG_KrO_xISQzOEA
424,lasita,,"727 N Broadway,Los Angeles, CA 90012",chickenshop,4.5,2.0,57,Gler-blXeDRz6YnNnrEd5g
425,biriyani kabob house,,"517 S Spring St,Los Angeles, CA 90013",halal,4.5,,54,L9_-zRSBehi6OJAyaaoQvA
426,guerrilla cafecito,,"704 Mateo St,Los Angeles, CA 90021",breakfast_brunch,4.0,,51,M6lXn5-Ov-oppGn4TNxkRw
427,bacetti trattoria,,"1509 Echo Park Ave,Los Angeles, CA 90026",italian,4.0,,50,PhODcqviyHMrDqbB5S8aCQ
428,w kitchens,,"1225 E Washington Blvd,Unit C,Los Angeles, CA 90021",cajun,5.0,,49,sXYTjKqVpTDfk3rs2PJr1A
429,dogs chicks,,"1551 W 7th St,Ste C,Los Angeles, CA 90017",chicken_wings,4.5,2.0,47,vPL697H_kC4p_PRFzXCR_w
430,sushi kaneyoshi,,"111 S San Pedro St,Ste B1,Los Angeles, CA 90012",sushi,4.5,4.0,47,ywscgA5LUgvwX7WrPuAM2A
431,marlou dtla,,"819 S Flower St,Los Angeles, CA 90017",newamerican,4.5,,46,sSlFeRTzdCkkLO8mXBQG7Q
432,supamu,,"929 W Jefferson Blvd,Los Angeles, CA 90007",japanese,4.5,,46,a_uYoJZXXU6qchol8caoGA
433,la casita,,"939 S Figueroa,Ste 500,Los Angeles, CA 90015",lounges,4.0,,43,s-sVDE_DJjhlGwJMentdkQ
434,sampa,,"615 S Central Ave,Los Angeles, CA 90021",filipino,5.0,,41,s4bu_G4GYbKXZBaC7WwM7A
435,bike shed moto co - los angeles,,"1580 Industrial St,Los Angeles, CA 90021",bars,4.5,2.0,40,PWKG8FkZHNchXS7yP2RUYA
436,devorame,,"655 South Hope St,Los Angeles, CA 90017",foodtrucks,4.5,,40,atwvQmt_Z0HG28mWHuwxHg
437,good clean fun,,"868 S Olive St,Los Angeles, CA 90015",wine_bars,4.5,2.0,38,IUm-XR_PcbHIARMv8HH0Zg
438,gyu-kaku japanese bbq,,"514 W 7th St,Los Angeles, CA 90014",japanese,4.5,,38,2hfm4Ngp_OpBj29tcUQzkQ
439,camphor,,"923 East 3rd St,Los Angeles, CA 90013",french,5.0,4.0,37,LY7ERi0y0OPzk-pNhFadDw
440,cocina roja,,"135 N Grand Ave,Los Angeles, CA 90012",mexican,3.5,,37,zXYAVcrLlwIDJl2gak59oA
441,caldo verde,,"1100 S Broadway,Los Angeles, CA 90015",breakfast_brunch,4.0,3.0,32,aR-WRPNJVySZML-4sBn89Q
442,brothecary,,"785 Bay St,Los Angeles, CA 90021",gourmet,4.0,1.0,32,fBIxg3ejvI-Cp-eea2XI-A
443,hi bakery,,"2037 E 7th St,Los Angeles, CA 90021",bakeries,5.0,,30,R9KSEEqy5yijjWovLgwYZw
444,smoke city char bar,,"899 Traction Ave,Los Angeles, CA 90013",bbq,4.0,3.0,28,wCtiitDXjtYsMpQABRHn_A
445,amandine patisserie café dtla,,"650 S Hill St,Plaza 1, K-10,Los Angeles, CA 90014",bakeries,4.0,,28,lm21MuH1GjFzM7yXUILcBA
446,gusto green,,"718 S Hill St,Los Angeles, CA 90014",newamerican,5.0,,25,UmngZTc00wQjUq17bIp1QA
447,got paella,,"Los Angeles, CA 90071",foodtrucks,4.5,,25,xInbYfhJbFlSMJ65mPerXA
448,asterid,,"141 S Grand Ave,Walt Disney Concert Hall,Los Angeles, CA 90012",newamerican,4.5,,23,vBWYSv3Au1mylKUReJRp2Q
449,detroit vesey's,,"2028 E 7th St,Los Angeles, CA 90021",breakfast_brunch,4.5,2.0,23,IT1zqW7SC8lZUGrAYvk6og
450,el aji cocina peruana,,"735 E 12th St,Los Angeles, CA 90015",peruvian,4.5,1.0,23,8yULNL97ea_9NsZwaw56nw
451,nate 'n al delicatessen,,"Staples Ctr,1111 S Figueroa St,Los Angeles, CA 90015",delis,4.0,2.0,23,Wlw7GAeqbMqealivxsFyeQ
452,d lo’s kitchen,,"801 S Hope St,Los Angeles, CA 90017",seafood,4.5,,22,LCsQsf9KXASmXIGEO87GJw
453,margarita's tacos & grill,,"2538 S Alameda St,Vernon, CA 90058",tacos,4.5,,22,jTLsr3JeCgSg5xgvY3-xEQ
454,daniels katsu and fries,,"735 E12th St,Ste 409,Los Angeles, CA 90015",japanese,4.5,1.0,21,WCXCSF014dcZhlnsSp9MNQ
455,downtown la pho,,"505 Flower St,Ste B300 A,Los Angeles, CA 90071",vietnamese,5.0,2.0,19,aK1f01AgOWMn2pcuKyxGNw
456,ellenos,,"317 S Broadway,Los Angeles, CA 90013",icecream,5.0,,18,lpS8doomNY0nPDAXMos38w
457,ganchic,,"672 S Santa Fe Ave,Los Angeles, CA 90021",asianfusion,5.0,,17,Ood_AxsQ0haBa6nYctZynQ
458,la fogata,,"2534 S Central Ave,Los Angeles, CA 90011",mexican,5.0,1.0,17,xPWSrdKqodeT1J8PJ-LE3Q
459,mokuzai,,"117 Winston St,Los Angeles, CA 90013",japanese,4.5,,17,3BZvYRKoEBT8ouGh7gQWLA
460,tacos el chivo,,"1238 E Olympic Blvd,Los Angeles, CA 90021",tacos,5.0,,16,VoK141m8ttQASdUk7L1GhA
461,mano po,,"615 S Central Ave,Los Angeles, CA 90021",filipino,4.5,,16,fNkU4SmWjCNfOPBRrjPgWw
462,peking tavern arts district,,"905 E 2nd Street Ste 109,Los Angeles, CA 90012",gastropubs,4.5,,16,mfsfsSUDpIf9eVj4sii0Pw
463,polanco modern mexican steakhouse,,"840 S Spring St,Los Angeles, CA 90014",mexican,3.5,,15,7PBCXVHfIYYGEabTeeCrtw
464,rosemary grill dtla,,"510 W 7th,Los Angeles, CA 90014",mediterranean,5.0,,14,0-NjlgMEZ8t7kNZDCd2YfA
465,burritobreak,,"600 St Vincent Ct,Los Angeles, CA 90014",mexican,5.0,,14,lBEPxx5e6xcGBoxHLW6ByA
466,kodō,,"710 S Santa Fe Ave,Los Angeles, CA 90021",izakaya,4.0,,14,qOsGNcHWor5dn4GCKaFDPg
467,royces jamaican cuisine,,"672 S Santa Fe Ave,Los Angeles, CA 90021",caribbean,4.5,,11,cVFpPiu-poAOo94wk4lRRw
468,la petite,,"704 S Spring St,Los Angeles, CA 90014",restaurants,3.5,,11,mdhhRhurhRAkMuyQkbC1GA
469,jin-ju korean restaurant,,"807 E 12th St,Los Angeles, CA 90021",korean,4.5,,10,HImS_FPN6l22j1Vg7imYLQ
470,jimmysugi,,"905 E 2nd St,Los Angeles, CA 90012",japanese,5.0,,9,Z2rikExfw3kVIR7rVXJCVw
471,angelo's pasta & grill,,"404 S Figueroa St,Ste 417,Los Angeles, CA 90071",italian,5.0,2.0,8,RWyy28gLr72ptZiCQM69qw
472,metro cafe,,"800 N Alameda St,Gateway Plz,Los Angeles, CA 90012",cafes,4.5,1.0,8,-U4fB1WhNwiPGnNe5IgNzw
473,peñaloza mexican restaurant,,"2000 E Olympic Blvd,Los Angeles, CA 90021",mexican,4.5,,8,yo_xnkVhWi7p7GoQ0aWAIw
474,a'postrophe,,"411 S Main St,Los Angeles, CA 90013",filipino,4.0,3.0,8,e-Yl2gzPtlLmHlF4AmpEPQ
475,n soto,,"244 San Pedro St,Los Angeles, CA 90012",japanese,5.0,,7,yJfhJJIzMWHrUxacJst2yw
476,rita’s cocina,,"550 E Olympic Blvd,Los Angeles, CA 90015",mexican,5.0,,6,ltCRWuG_9t9f7oFNOy03Tg
477,somemore la,,"2717 W Olympic Blvd,Unit 106,Los Angeles, CA 90006",desserts,5.0,,6,RM7bFAKup8tBn8DMPhmHFg
478,nakara asian street food,,"363 S Broadway,Los Angeles, CA 90013",cambodian,5.0,,5,JlOmW-RsfxzUGD5RAiGepw
479,mi patria dtla,,"807 E 12th St,Unit 249,Los Angeles, CA 90021",peruvian,4.5,,5,gwL8qTsxh1TCuEDXH2gMpw
480,backdoor dumplings,,"Los Angeles, CA 90015",russian,4.5,,5,qTInT2mWP7Em3dvMOtJIzQ
481,kcon food street,,"700 Chick Hearn Ct,Los Angeles, CA 90015",foodstands,4.0,,5,5llB4Vv3W82PnNIaYb1fXw
482,international food court,,"935 Santee St,Los Angeles, CA 90015",indpak,4.5,,4,cNK1gSrm7etvLpYep5raCw
483,heritage kitchen,,"724 S Spring St,Los Angeles, CA 90014",newmexican,4.5,,4,dj0P_k5GSrUQtZBNk0dn1Q
484,founder's room,,"135 N Grand Ave,Los Angeles, CA 90012",tradamerican,4.5,,3,wB9bJyxmmGRzNC-7LL9GmQ
485,patina grill,,"Music Ctr,Los Angeles, CA 90012",tradamerican,3.5,,3,BHfx-sSC4ccN2VLht66nBQ
486,the rising sun,,"1356 Palmetto St,Los Angeles, CA 90013",southern,5.0,,2,9F3kkEjwdKvBy62Vdk9tmA
487,524 thai eatery,,"524 S Occidental Blvd,Los Angeles, CA 90057",thai,5.0,,2,XwnjkYIr4NvxOS5efqo0jg
488,gyuichi restaurant,,"111 San Pedro St,Los Angeles, CA 90012",japanese,5.0,,2,Qwsc4FcOFebTv7ShZaefQQ
489,manila district,,"1801 E 7th St,Los Angeles, CA 90021",food_court,4.5,,2,b7RobPQvkIs4P1chTLVBjw
490,kaminari gyoza,,"323 1st St,Los Angeles, CA 90012",japanese,5.0,,1,nlXMXx2MEiNKRrQBWWewHQ
491,wow bao,,"1230 W Olympic Blvd,Los Angeles, CA 90015",fooddeliveryservices,5.0,,1,b251StIfNGXmJ2jrPock7Q
492,lucky corner,,"629 S Central Ave,Los Angeles, CA 90021",shoppingcenters,5.0,,1,ifkCu4T_tcbOLSmLjfmemw
493,seafood 33 cajun,,"225 W 7th St,Los Angeles, CA 90014",cajun,5.0,,1,ACQV3uLqOKiNO8Am6XOs8g
494,la burrito,,"401 S Grand Ave,Los Angeles, CA 90071",mexican,5.0,,1,sal9Bpc38--tL9BBjp93lQ
495,ice tropical bar,,"1191 W 24th St,Los Angeles, CA 90007",juicebars,5.0,,1,lVY7YIJbzRH9fhQhEYCLAA
496,phuket noodle,,"1100 N Main St,Los Angeles, CA 90012",thai,5.0,,1,EeNUFM1J6lsgxLarjFozpw
497,taste of mexico,,"La Plaza De Cultura Y Artes,Los Angeles, CA 90012",mexican,5.0,,1,EuatFAE68mlMZWbuPhoXTQ
498,slutty potato,,"349 S Los Angeles St,Los Angeles, CA 90013",comfortfood,5.0,,1,LldC3ZGm8C29WyFOw6yqOw
499,gaslighter social club,,"813 Flower St,Los Angeles, CA 90017",breakfast_brunch,4.0,,1,9RAX9V0NP_K4ldYL5U0BIw
